Address,business_2007,source_2007,closed_by,business_present,source_present,notes
700 MANHATTAN AVENUE,,,,,,
704 MANHATTAN AVENUE,,,,,,
706 MANHATTAN AVENUE,,,,,,
708 MANHATTAN AVENUE,,,,,,
688 MANHATTAN AVENUE,,,,,,
703 MANHATTAN AVENUE,,,,,,
705 MANHATTAN AVENUE,,,,,,
709 MANHATTAN AVENUE,,,,,,
711 MANHATTAN AVENUE,,,,,,
715 MANHATTAN AVENUE,,,,,,
717 MANHATTAN AVENUE,,,,,,
712 MANHATTAN AVENUE,,,,,,
714 MANHATTAN AVENUE,,,,,,
718 MANHATTAN AVENUE,,,,,,
727 MANHATTAN AVENUE,,,,,,
720 MANHATTAN AVENUE,,,,,,
729 MANHATTAN AVENUE,,,,,,
724 MANHATTAN AVENUE,,,,,,
733 MANHATTAN AVENUE,,,,,,
726 MANHATTAN AVENUE,,,,,,
735 MANHATTAN AVENUE,,,,,,
730 MANHATTAN AVENUE,,,,,,
741 MANHATTAN AVENUE,,,,,,
743 MANHATTAN AVENUE,,,,,,
747 MANHATTAN AVENUE,,,,,,
739 MANHATTAN AVENUE,,,,,,
732 MANHATTAN AVENUE,,,,,,
736 MANHATTAN AVENUE,,,,,,
740 MANHATTAN AVENUE,,,,,,
754 MANHATTAN AVENUE,,,,,,
756 MANHATTAN AVENUE,,,,,,
751 MANHATTAN AVENUE,,,,,,
753 MANHATTAN AVENUE,,,,,,
757 MANHATTAN AVENUE,,,,,,
759 MANHATTAN AVENUE,,,,,,
763 MANHATTAN AVENUE,,,,,,
771 MANHATTAN AVENUE,,,,,,
775 MANHATTAN AVENUE,,,,,,
777 MANHATTAN AVENUE,,,,,,
772 MANHATTAN AVENUE,,,,,,
782 MANHATTAN AVENUE,,,,,,
784 MANHATTAN AVENUE,,,,,,
793 MANHATTAN AVENUE,,,,,,
788 MANHATTAN AVENUE,,,,,,
795 MANHATTAN AVENUE,,,,,,
790 MANHATTAN AVENUE,,,,,,
799 MANHATTAN AVENUE,,,,,,
794 MANHATTAN AVENUE,,,,,,
807 MANHATTAN AVENUE,,,,,,
825 MANHATTAN AVENUE,,,,,,
801 MANHATTAN AVENUE,,,,,,
796 MANHATTAN AVENUE,,,,,,
800 MANHATTAN AVENUE,,,,,,
802 MANHATTAN AVENUE,,,,,,
814 MANHATTAN AVENUE,,,,,,
818 MANHATTAN AVENUE,,,,,,
820 MANHATTAN AVENUE,,,,,,
619 MANHATTAN AVENUE,,,,,,
621 MANHATTAN AVENUE,,,,,,
623 MANHATTAN AVENUE,,,,,,
627 MANHATTAN AVENUE,,,,,,
643 MANHATTAN AVENUE,,,,,,
645 MANHATTAN AVENUE,,,,,,
649 MANHATTAN AVENUE,,,,,,
651 MANHATTAN AVENUE,,,,,,
829 MANHATTAN AVENUE,,,,,,
831 MANHATTAN AVENUE,,,,,,
833 MANHATTAN AVENUE,,,,,,
850 MANHATTAN AVENUE,,,,,,
854 MANHATTAN AVENUE,,,,,,
856 MANHATTAN AVENUE,,,,,,
863 MANHATTAN AVENUE,,,,,,
860 MANHATTAN AVENUE,,,,,,
862 MANHATTAN AVENUE,,,,,,
878 MANHATTAN AVENUE,,,,,,
880 MANHATTAN AVENUE,,,,,,
882 MANHATTAN AVENUE,,,,,,
886 MANHATTAN AVENUE,,,,,,
875 MANHATTAN AVENUE,,,,,,
885 MANHATTAN AVENUE,,,,,,
887 MANHATTAN AVENUE,,,,,,
889 MANHATTAN AVENUE,,,,,,
897 MANHATTAN AVENUE,,,,,,
903 MANHATTAN AVENUE,,,,,,
905 MANHATTAN AVENUE,,,,,,
907 MANHATTAN AVENUE,,,,,,
909 MANHATTAN AVENUE,,,,,,
888 MANHATTAN AVENUE,,,,,,
892 MANHATTAN AVENUE,,,,,,
896 MANHATTAN AVENUE,,,,,,
902 MANHATTAN AVENUE,,,,,,
910 MANHATTAN AVENUE,,,,,,
912 MANHATTAN AVENUE,,,,,,
916 MANHATTAN AVENUE,,,,,,
918 MANHATTAN AVENUE,,,,,,
911 MANHATTAN AVENUE,,,,,,
915 MANHATTAN AVENUE,,,,,,
919 MANHATTAN AVENUE,,,,,,
922 MANHATTAN AVENUE,,,,,,
924 MANHATTAN AVENUE,,,,,,
928 MANHATTAN AVENUE,,,,,,
930 MANHATTAN AVENUE,,,,,,
934 MANHATTAN AVENUE,,,,,,
936 MANHATTAN AVENUE,,,,,,
923 MANHATTAN AVENUE,,,,,,
931 MANHATTAN AVENUE,,,,,,
933 MANHATTAN AVENUE,,,,,,
937 MANHATTAN AVENUE,,,,,,
941 MANHATTAN AVENUE,,,,,,
945 MANHATTAN AVENUE,,,,,,
940 MANHATTAN AVENUE,,,,,,
942 MANHATTAN AVENUE,,,,,,
946 MANHATTAN AVENUE,,,,,,
948 MANHATTAN AVENUE,,,,,,
952 MANHATTAN AVENUE,,,,,,
947 MANHATTAN AVENUE,,,,,,
951 MANHATTAN AVENUE,,,,,,
961 MANHATTAN AVENUE,,,,,,
963 MANHATTAN AVENUE,,,,,,
967 MANHATTAN AVENUE,,,,,,
966 MANHATTAN AVENUE,,,,,,
954 MANHATTAN AVENUE,,,,,,
958 MANHATTAN AVENUE,,,,,,
960 MANHATTAN AVENUE,,,,,,
969 MANHATTAN AVENUE,,,,,,
970 MANHATTAN AVENUE,,,,,,
971 MANHATTAN AVENUE,,,,,,
975 MANHATTAN AVENUE,,,,,,
972 MANHATTAN AVENUE,,,,,,
977 MANHATTAN AVENUE,,,,,,
980 MANHATTAN AVENUE,,,,,,
981 MANHATTAN AVENUE,,,,,,
982 MANHATTAN AVENUE,,,,,,
983 MANHATTAN AVENUE,,,,,,
984 MANHATTAN AVENUE,,,,,,
987 MANHATTAN AVENUE,,,,,,
986 MANHATTAN AVENUE,,,,,,
988 MANHATTAN AVENUE,,,,,,
992 MANHATTAN AVENUE,,,,,,
994 MANHATTAN AVENUE,,,,,,
995 MANHATTAN AVENUE,,,,,,
999 MANHATTAN AVENUE,,,,,,
1000 MANHATTAN AVENUE,,,,,,
1001 MANHATTAN AVENUE,,,,,,
1002 MANHATTAN AVENUE,,,,,,
1005 MANHATTAN AVENUE,,,,,,
1006 MANHATTAN AVENUE,,,,,,
1007 MANHATTAN AVENUE,,,,,,
1008 MANHATTAN AVENUE,,,,,,
1011 MANHATTAN AVENUE,,,,,,
1019 MANHATTAN AVENUE,,,,,,
1021 MANHATTAN AVENUE,,,,,,
1012 MANHATTAN AVENUE,,,,,,
1017 MANHATTAN AVENUE,,,,,,
1014 MANHATTAN AVENUE,,,,,,
1018 MANHATTAN AVENUE,,,,,,
1020 MANHATTAN AVENUE,,,,,,
1024 MANHATTAN AVNUE,,,,,,
1036 MANHATTAN AVENUE,,,,,,
1025 MANHATTAN AVENUE,,,,,,
1029 MANHATTAN AVENUE,,,,,,
1031 MANHATTAN AVENUE,,,,,,
1035 MANHATTAN AVENUE,,,,,,
1037 MANHATTAN AVENUE,,,,,,
1041 MANHATTAN AVENUE,,,,,,
1043 MANHATTAN AVENUE,,,,,,
1049 MANHATTAN AVENUE,,,,,,
1044 MANHATTAN AVENUE,,,,,,
1048 MANHATTAN AVENUE,,,,,,
1056 MANHATTAN AVENUE,,,,,,
1068 MANHATTAN AVENUE,,,,,,
1053 MANHATTAN AVENUE,,,,,,
1055 MANHATTAN AVENUE,,,,,,
1059 MANHATTAN AVENUE,,,,,,
1065 MANHATTAN AVENUE,,,,,,
1067 MANHATTAN AVENUE,,,,,,
1071 MANHATTAN AVENUE,,,,,,
1073 MANHATTAN AVENUE,,,,,,
1077 MANHATTAN AVENUE,,,,,,
1079 MANHATTAN AVENUE,,,,,,
1083 MANHATTAN AVENUE,,,,,,
1070 MANHATTAN AVENUE,,,,,,
1074 MANHATTAN AVENUE,,,,,,
1078 MANHATTAN AVENUE,,,,,,
1084 MANHATTAN AVENUE,,,,,,
1085 MANHATTAN AVENUE,,,,,,
1091 MANHATTAN AVENUE,,,,,,
1095 MANHATTAN AVENUE,,,,,,
1097 MANHATTAN AVENUE,,,,,,
1101 MANHATTAN AVENUE,,,,,,
1086 MANHATTAN AVENUE,,,,,,
1090 MANHATTAN AVENUE,,,,,,
1092 MANHATTAN AVENUE,,,,,,
1098 MANHATTAN AVENUE,,,,,,
1102 MANHATTAN AVENUE,,,,,,
1104 MANHATTAN AVENUE,,,,,,
1108 MANHATTAN AVENUE,,,,,,
1110 MANHATTAN AVENUE,,,,,,
1114 MANHATTAN AVENUE,,,,,,
1116 MANHATTAN AVENUE,,,,,,
1120 MANHATTAN AVENUE,,,,,,
1122 MANHATTAN AVENUE,,,,,,
1133 MANHATTAN AVENUE,,,,,,
1103 MANHATTAN AVENUE,,,,,,
1107 MANHATTAN AVENUE,,,,,,
1109 MANHATTAN AVENUE,,,,,,
1115 MANHATTAN AVENUE,,,,,,
1117 MANHATTAN AVENUE,,,,,,
1139 MANHATTAN AVENUE,,,,,,
1141 MANHATTAN AVENUE,,,,,,
1140 MANHATTAN AVENUE,,,,,,
1155 MANHATTAN AVENUE,,,,,,
824 MANHATTAN AVENUE,,,,,,
826 MANHATTAN AVENUE,,,,,,
830 MANHATTAN AVENUE,,,,,,
832 MANHATTAN AVENUE,,,,,,
837 MANHATTAN AVENUE,,,,,,
845 MANHATTAN AVENUE,,,,,,
849 MANHATTAN AVENUE,,,,,,
846 MANHATTAN AVENUE,,,,,,
851 MANHATTAN AVENUE,,,,,,
848 MANHATTAN AVENUE,,,,,,
853 MANHATTAN AVENUE,,,,,,
836 MANHATTAN AVENUE,,,,,,
842 MANHATTAN AVENUE,,,,,,
866 MANHATTAN AVENUE,,,,,,
1126 MANHATTAN AVENUE,,,,,,
1128 MANHATTAN AVENUE,,,,,,
1130 MANHATTAN AVENUE,,,,,,
1134 MANHATTAN AVENUE,,,,,,
1138 MANHATTAN AVENUE,,,,,,
1164 MANHATTAN AVENUE,,,,,,
1200 MANHATTAN AVENUE,,,,,,
1145 MANHATTAN AVENUE,,,,,,
1150 MANHATTAN AVENUE,,,,,,
1154 MANHATTAN AVENUE,,,,,,
1158 MANHATTAN AVENUE,,,,,,
1160 MANHATTAN AVENUE,,,,,,
